Strain,Type,Rating,Effects,Flavor,Description,labels
Vortex,sativa,4,UpliftedHappyEuphoricTalkativeEnergetic,EarthyLemonWoody,Vortex by TGA Genetics is a 8020 sativadominant strain whose potency will pull you intoa whirling mass of euphoria like a cosmic riptide Its celestial parents Space Queen and Apollo 13 pass on a sweet and sour lemon aroma accented by notes of tropical mango while its inherited effects can range fromracy and energetic toheavy and disorienting The staggering THC content of Vortex has won this sativa several awards includingHigh TimesBest Sativa in 2010 and theHigh TimesTop 10 in 2007,0
Wmd,indica,4,RelaxedHappyEuphoricTinglyHungry,EarthyBerryPungent,WMD by Vancouver Island Seed Company is a highyielding indica with potent Canadian roots It exhibits a unique aroma of sweet berry musk and hashy spice that remains earthy on the palate after exhaling The effects are initially cerebral but they later settle down into the body to relax and soothe limbs This cross of Big Bud and Fucking Incredible may offer relief from depression minor physical pain and migraines,1
Wsu,indica,4,RelaxedEuphoricHungryHappyTalkative,PineEarthyBerry,WSU is a Washingtongrown rendition of the indica strain Chemo and its waiting for you on the shelves of recreational stores statewide Named in homage to one of two state universities in Washingtondont confuse this strain with the UW indica whose name is derived from the rivaling university across the mountains Its effects are described as relaxed and spacey Citrus and berry flavors invade the palate on the inhale providing a flavorful introduction to WSUs heavy indica effects,1
WaipiOHapa,sativa,4,EnergeticFocusedUpliftedCreativeRelaxed,SweetTropicalHoney,This charming sativa came out of the Waipio Valley in the northern part of the Big Island in Hawaii A great strain for cultivators Waipio Hapa grows quickly for a sativa and typically flowers in 8 to 9 weeks In true sativa fashion this strain has energizing effects Great for use on a lazy summer afternoon Waipio Hapa features a pleasant lime aroma,0
WashingMachine,indica,5,CreativeRelaxedSleepyTalkativeTingly,EarthyPungentCheese,Washing Machine by Ripper Seeds is a funky cut created by crossing Exodus Cheese with Bubba Kush It emits a delicate aroma of moist earth and anise with effects that lay heavily on the body This strains stout physical effects are designed for heavyweight cannabis consumers and may overwhelm unseasoned smokers It has a snappy 6065 day flowering time and the breeder recommends truncating its vegetativecycledue to its incredible desire to stretch Washing Machine won 3rd Prize for Outdoor Flower at the 2017 THC Cup,1
Watermelon,indica,4,RelaxedHappyHungrySleepyEuphoric,SweetBerryTropical,Watermelon is an 80 indicastrain Its large dense buds are valued for their high THC content and relaxing effects useful as a sleeping aid or appetite stimulant As the name suggests this strain has a distinct fruity watermelonflavor profile reminiscent of grape with hashy undertones Watermelon is prized by growers for its high yield and potency requiring 55 to60 days flowering time,1
Webster,sativa,4,RelaxedUpliftedHappySleepyTalkative,CitrusSpicyHerbalSweet,Webster is a stimulating sativa with uplifting elements off the getgo This strain is immediately motivating encouraging physical activity from chores to hitting the gym Flavors of citrus and sweetness are noted on the exhale and are accompanied by appetite stimulation and an emptyhead type of stress relief Webster is ideal for consumers suffering from stress and fatigue but should be avoided before bed,0
Wembley,indica,4,,Unknown,Wembley by Pyramid Seeds is an indicadominant strain created by combining AK47 and Bubble Gum This fruity strain has a stable solid morphology that is typically low to the ground and flowers in about 60 days Its longlasting relaxation pairs nicely with AK47s heady sizzle giving Wembly an immersive physical sensation that sticks to the bones Enjoy Wembley to improve mood while tempering minor physical pain,1
WestCoastDawg,indica,4,RelaxedHappyEuphoricUpliftedCreative,SweetWoodyNutty,West Coast Dawg is a thoroughbred West Coast local that harnesses the potency of Chemdawg while remaining indicadominant in effect The flavor and powerful onset howl Chemdawg exhibiting flavors of fuel chemicals pine and a floral undertone that speaks to its latent Kush genetics The addition of USA Humboldt provides an enjoyable relaxation on the body that is amplified by Chemdawgs inherent potency leading to powerful sedation with continued use Enjoy this strain near the end of the day as it will gladly lock you to your couch while curbing stress and pain stimulating appetite and encouraging rest,1
WestOg,indica,3,RelaxedHappyCreativeHungrySleepy,WoodyLemonSpicyHerbal,A heavyhanded indica West OG descends from the famous Chemdawg and a backcrossed Humboldt West OGs fluffy purplehued buds release a musky diesel aroma reminiscent of the long line of OG strains This indica is typically chosen by patients for treatment of pain and by those in need of some serious relaxation,1
WetDream,sativa,4,UpliftedEnergeticHappyEuphoricCreative,EarthySpicyHerbalWoody,Wet Dream native to San Diego California is a sativadominant cross between Blue Dream and OB Haze Ocean Beach Haze While its everso appealing name might lead you to believe this strain is best for late night indulgence the upbeat jolt of energy Wet Dream provides is favored by many for daytime use Its uplifting cerebral effects are ushered in by a spicy lemongrass aroma and a woody pine flavor While Haze hybrids tend to induce racing euphoria that can be a bit jarring for some the Blue Dream genetics bringa mellow relaxing quality to the experience to help curb stress and anxiety,0
WhitakerBlues,indica,4,RelaxedSleepyHappyUpliftedEuphoric,SweetApplePear,Whitaker Blues is a classic indicadominant strain that blends genetics from Quimby a West Coast indica and Blueberry Breeder DJ Short is famous for his Blueberry line but this strain was actually developed by his son JD A true indica in appearance and effect Whitaker Blues grows into stout bushy plants and delivers a sedating stone that leaves you feeling heavy with dreamy bliss Its flavors can span the entire spectrum of sweetness so you may find yourself detecting anything from floral vanilla to fruity citrus Whitaker Blues effects are initially enlivening but taper down into a deep transcendental calm conducive for meditation or lazy days,1
WhiteBastard,indica,4,RelaxedEuphoricSleepyFocusedHappy,SweetBlueberryDiesel,White Bastard is an indicadominant strain predominantly found east of the Rocky Mountains It exemplifies its pungent parentage DJ Shorts Blueberry and God Bud through its strong aromas of blueberry intermixed with notes of earth skunk and forest The effects are powerful and calming imbuing the consumer with weighted relaxation and a creeping buzz that keeps the mind clear and the eyes squinted Enjoy White Bastard throughout the day to combat ailments such as nausea headaches and moderate physical pain while preserving mental clarity,1
WhiteBerry,indica,4,RelaxedHappyUpliftedSleepyEuphoric,BerryEarthySweet,White Berrys hybridized genetics create a complex and versatile strainThe typical result is a sativa head effect with an indicastyle body sensation when consumed in higher quantities,1
WhiteBubblegum,indica,5,GigglyArousedSleepyTalkativeTingly,SweetEarthyFlowery,White Bubblegum by THClones is a sweet and sedative cross of frosty phenotypes Bred by crossing Snow White and Bubble Gum White Bubblegum aka Big League Chew is slightly earthy but primarily sweet in aroma and flavor Notes of fruit and earth blossom into a tangy cotton candy medley on the tongue after combustionvaporization This indicadominant strain caresses the limbs with a steady current of relaxing vibes The euphoria can be motivating for some consumers acting synergistically with the strains calming qualities,1
WhiteBuffalo,sativa,4,HappyUpliftedEuphoricEnergeticRelaxed,SweetBerryEarthy,White Buffalo is an 8020 sativadominant cannabis strain that descends from a Romulan and a Blackberry KushBay 11 hybrid Like the sacred animal of Native American tradition this White Buffalo is a cherished rarity that may only seldom migrate to your stash jar Sweetly sour in flavor and covered in a snowy coat of crystal trichomes White Buffalo provides a powerful blast of euphoria that may surprise any consumer expecting an active and uplifting sativa experience,0
WhiteCaramelCookies,indica,5,EuphoricRelaxedArousedSleepyTalkative,SweetBerryGrape,White Caramel Cookieby Sumo Seeds is an indicadominant dessert strain Created by blending two distinct pairings Wookie a cross between Girl Scout Cookies and White Widow and Purckle a combination of Purple Urkle and Caramella White Caramel Cookies stabilized genetics yield dense frosted buds that emanate a sugary earthy aroma These flowers generally finish within 8  9 weeks and bring full body sedation to the party weighing the consumer to the couch while soothing body aches and nausea Enjoy White Caramel Cookielater in the day to maximize its relaxing effects ,1
WhiteDragon,indica,4,RelaxedHappyHungryEuphoricUplifted,EarthyWoodySweet,White Dragon is a pure indica strain bred by Eva Seeds through crossing Northern Lights and an Afghani indica The result is a strain so potent White Dragon won Spannabis category for most resinous variety in 2012 Woody earthy and spicy notes give White Dragon a subtle aroma commonly found in the Kush family An immediate wave of sedating relaxation and calming lethargy overcome the consumer crushing sleeplessness pain and other severe symptoms White Dragon buds finish flowering in 45 to 50 days indoors or early October outdoors and growers will be pleased to find heavy yields of THCrich flowers waiting for them at harvest,1
